"","radians","pos_1","pos_2","type","degrees","map_file","PE","object","isFiller","outdoors_response","stimulus","old_new","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","location_loop.thisRepN","location_loop.thisTrialN","location_loop.thisN","location_loop.thisIndex","instructions_text.started","key_resp.started","key_resp.keys","key_resp.rt","Instructions_2_text.started","instr_2_resp.started","instr_2_resp.keys","instr_2_resp.rt","Instructions_3_text.started","Instr_3_resp.started","Instr_3_resp.keys","Instr_3_resp.rt","Instr_4_text.started","Instr_4_resp.started","Instr_4_resp.keys","Instr_4_resp.rt","text_4.started","image_feedb.started","recog_resp.started","recog_prompt.started","recog_option_left.started","recog_option_right.started","recog_resp.keys","recog_resp.rt","image_feedb_2.started","conf_resp.started","conf_prompt.started","conf_1.started","conf_2.started","conf_3.started","conf_4.started","conf_5.started","conf_6.started","conf_resp.keys","conf_resp.rt","text_4.stopped","image_2.started","predict_prompt.started","line.started","response","key_resp_2.keys","key_resp_2.rt","instructions_text_2.started","key_resp_3.started","key_resp_3.keys","key_resp_3.rt","participant","date","expName","psychopyVersion","frameRate","X","recog_acc"
"170","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_36.jpg","None","indoors","Blanket.jpg","new",0,111,111,111,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,649.593310125,646.5941665,646.5941665,646.5941665,646.5941665,646.5941665,"left",1.35185358299998,648.247245417,648.247245417,648.247245417,648.247245417,648.247245417,648.247245417,648.247245417,648.247245417,648.247245417,3,1.32667083300009,649.842757083,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"171","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_117.jpg","None","outdoors","BicycleWheelRusty.jpg","new",0,112,112,112,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,652.142791417,650.094495542,650.094495542,650.094495542,650.094495542,650.094495542,"left",0.934716417000004,651.328509667,651.328509667,651.328509667,651.328509667,651.328509667,651.328509667,651.328509667,651.328509667,651.328509667,3,0.790963833999854,652.392495417,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"172","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_55.jpg","None","indoors","Desk_School.jpg","new",0,113,113,113,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,654.226932375,652.644649,652.644649,652.644649,652.644649,652.644649,"left",0.780942624999966,653.713592208,653.713592208,653.713592208,653.713592208,653.713592208,653.713592208,653.713592208,653.713592208,653.713592208,1,0.495923041999845,654.476134583,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"173","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_4.jpg","None","indoors","Boardgame_Chess.jpg","new",0,114,114,114,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,657.092756208,654.727268292,654.727268292,654.727268292,654.727268292,654.727268292,"right",0.813576083999919,655.829433292,655.829433292,655.829433292,655.829433292,655.829433292,655.829433292,655.829433292,655.829433292,655.829433292,4,1.23114558299983,657.342771708,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"174","2.01725210084034","328.319327731092","356.98319327731105","singletons","115.638655462185","maps/google_map_1.png","None","objects/1/1_31.jpg","0.0","indoors","Shirt_Tshirt.jpg","old",0,115,115,115,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,661.026218375,657.594288875,657.594288875,657.594288875,657.594288875,657.594288875,"right",2.19920225099997,660.079062417,660.079062417,660.079062417,660.079062417,660.079062417,660.079062417,660.079062417,660.079062417,660.079062417,6,0.918458457999918,661.50486725,661.50486725,661.50486725,661.50486725,334.5,"['return']","[2.0853634169999395]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"176","3.46330671199857","148.319327731092","328.319327731092","high","198.533505783358","maps/google_map_1.png","140.214178052265","objects/1/1_142.jpg","0.0","indoors","Ball_Disco.jpg","old",0,116,116,116,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,666.709943542,663.860600958,663.860600958,663.860600958,663.860600958,663.860600958,"right",1.31078212499995,665.461899708,665.461899708,665.461899708,665.461899708,665.461899708,665.461899708,665.461899708,665.461899708,665.461899708,6,1.22963529200013,667.188352875,667.188352875,667.188352875,667.188352875,318,"['return']","[1.1667092920000641]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"178","0.630978256004724","148.319327731092","328.319327731092","low","36.1707280512262","maps/google_map_1.png","22.148599679866198","objects/1/1_12.jpg","0.0","outdoors","Van.jpg","old",0,117,117,117,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,672.510636792,668.627310375,668.627310375,668.627310375,668.627310375,668.627310375,"right",1.957673709,670.877668292,670.877668292,670.877668292,670.877668292,670.877668292,670.877668292,670.877668292,670.877668292,670.877668292,6,1.60896483399995,672.987816208,672.987816208,672.987816208,672.987816208,45.5,"['return']","[3.4625224170000592]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"180","5.70597886186679","71.8991596638655","251.89915966386602","low","327.094329661153","maps/google_map_1.png","14.8048300027121","objects/1/1_83.jpg","0.0","indoors","Chair_Office.jpg","old",0,118,118,118,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,679.377136417,676.710599042,676.710599042,676.710599042,676.710599042,676.710599042,"right",1.41730441699985,678.428265417,678.428265417,678.428265417,678.428265417,678.428265417,678.428265417,678.428265417,678.428265417,678.428265417,4,0.929916667000157,679.855288917,679.855288917,679.855288917,679.855288917,235.5,"['return']","[1.831278166999823]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"182","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_37.jpg","None","indoors","Bowl_Sugar.jpg","new",0,119,119,119,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,684.660182625,681.960234292,681.960234292,681.960234292,681.960234292,681.960234292,"left",1.59893604199999,683.845024542,683.845024542,683.845024542,683.845024542,683.845024542,683.845024542,683.845024542,683.845024542,683.845024542,3,0.783321000000001,684.910373,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"183","5.4315788274337","71.8991596638655","251.89915966386602","low","311.36439138155","maps/google_map_1.png","30.534768282315998","objects/1/1_108.jpg","0.0","outdoors","Ambulance.jpg","old",0,120,120,120,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,687.660648292,685.159850917,685.159850917,685.159850917,685.159850917,685.159850917,"right",1.26963383299983,686.729480125,686.729480125,686.729480125,686.729480125,686.729480125,686.729480125,686.729480125,686.729480125,686.729480125,5,0.914578416999916,688.141160917,688.141160917,688.141160917,688.141160917,292.5,"['return']","[1.7426249169999437]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"185","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_118.jpg","None","outdoors","Teardrop.jpg","new",0,121,121,121,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,692.510737125,690.144061708,690.144061708,690.144061708,690.144061708,690.144061708,"left",1.5509122090001,692.01236,692.01236,692.01236,692.01236,692.01236,692.01236,692.01236,692.01236,692.01236,2,0.466833750000092,692.760517542,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"186","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_114.jpg","None","indoors","Piano_Keyboard.jpg","new",0,122,122,122,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,694.543343958,693.011317208,693.011317208,693.011317208,693.011317208,693.011317208,"left",0.830368416999931,694.129301833,694.129301833,694.129301833,694.129301833,694.129301833,694.129301833,694.129301833,694.129301833,694.129301833,2,0.383482999999956,694.794255958,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"187","1.2275583630745","148.319327731092","328.319327731092","low","70.36958769216851","maps/google_map_1.png","12.0502599610761","objects/1/1_122.jpg","0.0","indoors","Egg_Cup.jpg","old",0,123,123,123,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,696.960624,695.044594125,695.044594125,695.044594125,695.044594125,695.044594125,"right",1.15288012500002,696.496002125,696.496002125,696.496002125,696.496002125,696.496002125,696.496002125,696.496002125,696.496002125,696.496002125,5,0.445082458000002,697.440326083,697.440326083,697.440326083,697.440326083,310,"['return']","[1.610883501000103]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"189","1.61091051948466","148.319327731092","328.319327731092","low","92.34518901504428","maps/google_map_1.png","34.0258612839519","objects/1/1_115.jpg","0.0","indoors","Bottle_CosmeticSpray.jpg","old",0,124,124,124,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,702.693938167,699.31058225,699.31058225,699.31058225,699.31058225,699.31058225,"right",2.10145916699992,701.711515167,701.711515167,701.711515167,701.711515167,701.711515167,701.711515167,701.711515167,701.711515167,701.711515167,4,0.951236541999947,703.171613292,703.171613292,703.171613292,703.171613292,115.5,"['return']","[1.0380630000000792]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"191","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_103.jpg","None","outdoors","Hedgehog.jpg","new",0,125,125,125,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,707.577629875,704.495916042,704.495916042,704.495916042,704.495916042,704.495916042,"left",1.36676041699991,706.16452025,706.16452025,706.16452025,706.16452025,706.16452025,706.16452025,706.16452025,706.16452025,706.16452025,2,1.38184641700002,707.827255333,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"192","2.50659176219515","148.319327731092","328.319327731092","medium","143.68997362902098","maps/google_map_1.png","85.3706458979286","objects/1/1_131.jpg","0.0","outdoors","Cart_Wooden.jpg","old",0,126,126,126,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,711.545947625,708.078431833,708.078431833,708.078431833,708.078431833,708.078431833,"right",1.04368979200001,709.4128485,709.4128485,709.4128485,709.4128485,709.4128485,709.4128485,709.4128485,709.4128485,709.4128485,6,2.11574933300005,709.4128485,712.039119583,712.039119583,712.039119583,148,"['return']","[4.530480709000017]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"194","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_31.jpg","None","indoors","Plate_Decorative.jpg","new",0,127,127,127,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,718.860869417,716.846696708,716.846696708,716.846696708,716.846696708,716.846696708,"left",1.32167912600005,718.463989792,718.463989792,718.463989792,718.463989792,718.463989792,718.463989792,718.463989792,718.463989792,718.463989792,2,0.365957791999904,719.111324833,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"195","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_85.jpg","None","outdoors","Mask_Gas.jpg","new",0,128,128,128,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,721.17715525,719.36481,719.36481,719.36481,719.36481,719.36481,"left",1.43269820900002,721.098958542,721.098958542,721.098958542,721.098958542,721.098958542,721.098958542,721.098958542,721.098958542,721.098958542,1,0.0515494170000466,721.431731167,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"196","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_32.jpg","None","outdoors","Tombstone.jpg","new",0,129,129,129,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,723.1937595,721.695439833,721.695439833,721.695439833,721.695439833,721.695439833,"left",0.906344957999977,722.898623917,722.898623917,722.898623917,722.898623917,722.898623917,722.898623917,722.898623917,722.898623917,722.898623917,1,0.274536750000038,723.444466625,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"197","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_98.jpg","None","outdoors","Chinchilla.jpg","new",0,130,130,130,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,725.327966875,723.695750042,723.695750042,723.695750042,723.695750042,723.695750042,"left",1.11585275100003,725.114317542,725.114317542,725.114317542,725.114317542,725.114317542,725.114317542,725.114317542,725.114317542,725.114317542,1,0.195024209000053,725.577235542,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"198","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_65.jpg","None","indoors","Pacifier.jpg","new",0,131,131,131,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,727.660314875,725.828812375,725.828812375,725.828812375,725.828812375,725.828812375,"left",1.25092112499999,727.380683417,727.380683417,727.380683417,727.380683417,727.380683417,727.380683417,727.380683417,727.380683417,727.380683417,2,0.250323332999983,727.911111667,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"199","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_84.jpg","None","outdoors","Sign_Taxi.jpg","new",0,132,132,132,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,729.794480875,728.162068792,728.162068792,728.162068792,728.162068792,728.162068792,"left",0.692890083999941,729.146930875,729.146930875,729.146930875,729.146930875,729.146930875,729.146930875,729.146930875,729.146930875,729.146930875,2,0.629925541999796,730.044371708,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"200","6.0361459701246","71.8991596638655","251.89915966386602","low","346.021106567652","maps/google_map_1.png","4.1219469037868794","objects/1/1_133.jpg","0.0","outdoors","Bird_CanadianGoose.jpg","old",0,133,133,133,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,732.094393875,730.295134833,730.295134833,730.295134833,730.295134833,730.295134833,"right",1.21417641699998,731.796367417,731.796367417,731.796367417,731.796367417,731.796367417,731.796367417,731.796367417,731.796367417,731.796367417,4,0.278822916999957,732.576248917,732.576248917,732.576248917,732.576248917,324,"['return']","[1.9423724170000014]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"202","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_33.jpg","None","indoors","Box_WoodenClosed.jpg","new",0,134,134,134,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,737.578124,734.778971583,734.778971583,734.778971583,734.778971583,734.778971583,"right",1.34892741700003,736.43094175,736.43094175,736.43094175,736.43094175,736.43094175,736.43094175,736.43094175,736.43094175,736.43094175,4,1.12648370799991,737.827925667,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"203","5.920615485415139","71.8991596638655","251.89915966386602","low","339.398339928256","maps/google_map_1.png","2.50081973560928","objects/1/1_98.jpg","0.0","indoors","Brush_BathBack.jpg","old",0,135,135,135,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,743.311183708,738.078778667,738.078778667,738.078778667,738.078778667,738.078778667,"right",0.254200000999958,738.630162875,738.630162875,738.630162875,738.630162875,738.630162875,738.630162875,738.630162875,738.630162875,738.630162875,5,4.65438841699995,743.792855042,743.792855042,743.792855042,743.792855042,109.5,"['return']","[2.3955025419999174]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"205","0.97575514663825","148.319327731092","328.319327731092","low","55.9350084060143","maps/google_map_1.png","2.38431932507811","objects/1/1_56.jpg","0.0","indoors","SafetyPin.jpg","old",0,136,136,136,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,748.445085625,746.461795167,746.461795167,746.461795167,746.461795167,746.461795167,"right",1.22748541699991,747.979884375,747.979884375,747.979884375,747.979884375,747.979884375,747.979884375,747.979884375,747.979884375,747.979884375,6,0.443058251000025,748.920261,748.920261,748.920261,748.920261,88.5,"['return']","[2.4088587500001495]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"207","0.0869112558844378","71.8991596638655","251.89915966386602","low","4.9821739042034405","maps/google_map_1.png","23.083014240337896","objects/1/1_109.jpg","0.0","indoors","FloppyDisk.jpg","old",0,137,137,137,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,754.228440458,751.595504917,751.595504917,751.595504917,751.595504917,751.595504917,"right",1.26381454199998,753.14745725,753.14745725,753.14745725,753.14745725,753.14745725,753.14745725,753.14745725,753.14745725,753.14745725,5,1.06287291699994,754.707903,754.707903,754.707903,754.707903,74,"['return']","[2.0982428339999615]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"209","3.59061593094402","148.319327731092","328.319327731092","high","205.83148648723702","maps/google_map_1.png","147.512158756144","objects/1/1_28.jpg","0.0","indoors","PaperCutter.jpg","old",0,138,138,138,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,761.594878583,757.078899333,757.078899333,757.078899333,757.078899333,757.078899333,"left",2.12563983300004,759.499120333,759.499120333,759.499120333,759.499120333,759.499120333,759.499120333,759.499120333,759.499120333,759.499120333,3,2.07004158400002,762.073283458,762.073283458,762.073283458,762.073283458,166.5,"['return']","[2.7856160000000045]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"211","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_59.jpg","None","outdoors","Hoverboard.jpg","new",0,139,139,139,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,767.177733417,765.128969208,765.128969208,765.128969208,765.128969208,765.128969208,"left",1.04190437599993,766.463691083,766.463691083,766.463691083,766.463691083,766.463691083,766.463691083,766.463691083,766.463691083,766.463691083,1,0.692499333000001,767.428304667,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"212","2.0757402946220602","148.319327731092","328.319327731092","medium","118.991481857316","maps/google_map_1.png","60.672154126223205","objects/1/1_107.jpg","0.0","outdoors","Sled.jpg","old",0,140,140,140,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,774.428023583,767.679573542,767.679573542,767.679573542,767.679573542,767.679573542,"right",5.63742687499996,773.614509458,773.614509458,773.614509458,773.614509458,773.614509458,773.614509458,773.614509458,773.614509458,773.614509458,4,0.792751042000077,774.908248917,774.908248917,774.908248917,774.908248917,212,"['return']","[1.9120267080000986]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"214","3.1365606040590603","71.8991596638655","251.89915966386602","high","179.80283717536","maps/google_map_1.png","162.096322488505","objects/1/1_117.jpg","0.0","indoors","Broom_Short.jpg","old",0,141,141,141,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,781.16215825,777.078972167,777.078972167,777.078972167,777.078972167,777.078972167,"right",2.78168237600005,780.14723925,780.14723925,780.14723925,780.14723925,780.14723925,780.14723925,780.14723925,780.14723925,780.14723925,4,0.985800457999972,781.637715542,781.637715542,781.637715542,781.637715542,141,"['return']","[1.9413357510001106]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"216","1.37906478308972","71.8991596638655","251.89915966386602","medium","79.054669094315","maps/google_map_1.png","97.15550943044941","objects/1/1_111.jpg","0.0","indoors","Card_TwoSpade.jpg","old",0,142,142,142,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,786.263520042,783.846545958,783.846545958,783.846545958,783.846545958,783.846545958,"right",1.55385937499989,785.696748083,785.696748083,785.696748083,785.696748083,785.696748083,785.696748083,785.696748083,785.696748083,785.696748083,6,0.547871542000053,785.696748083,786.755282792,786.755282792,786.755282792,356,"['return']","[2.4554256259999647]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"218","1.11200298672419","148.319327731092","328.319327731092","low","63.745394143424996","maps/google_map_1.png","5.42606641233261","objects/1/1_74.jpg","0.0","outdoors","Car_Buggy.jpg","old",0,143,143,143,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,792.245408792,789.481258083,789.481258083,789.481258083,789.481258083,789.481258083,"right",1.28277212499995,791.065613167,791.065613167,791.065613167,791.065613167,791.065613167,791.065613167,791.065613167,791.065613167,791.065613167,5,1.15709262500002,792.718022542,792.718022542,792.718022542,792.718022542,64,"['return']","[4.041275374999827]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"220","3.86456269206506","148.319327731092","328.319327731092","high","221.535440946405","maps/google_map_1.png","163.216113215312","objects/1/1_45.jpg","0.0","outdoors","Tractor_Yellow.jpg","old",0,144,144,144,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,802.612045208,797.029744417,797.029744417,797.029744417,797.029744417,797.029744417,"right",4.58096383299983,801.89871,801.89871,801.89871,801.89871,801.89871,801.89871,801.89871,801.89871,801.89871,4,0.68136912500006,803.091651458,803.091651458,803.091651458,803.091651458,274,"['return']","[2.650914041999954]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"222","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_27.jpg","None","outdoors","Chipmunk.jpg","new",0,145,145,145,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,809.179227667,806.01305475,806.01305475,806.01305475,806.01305475,806.01305475,"right",1.19715220900014,807.496782792,807.496782792,807.496782792,807.496782792,807.496782792,807.496782792,807.496782792,807.496782792,807.496782792,2,1.65401499999996,809.4294405,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"223","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_61.jpg","None","outdoors","BoxTrailer.jpg","new",0,146,146,146,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,812.562447292,809.679935667,809.679935667,809.679935667,809.679935667,809.679935667,"left",2.13740433300006,812.114776708,812.114776708,812.114776708,812.114776708,812.114776708,812.114776708,812.114776708,812.114776708,812.114776708,2,0.416551750999929,812.813026333,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"224","1.00759299535782","148.319327731092","328.319327731092","low","57.7601080141423","maps/google_map_1.png","0.559219716950109","objects/1/1_33.jpg","0.0","indoors","JuicerCitrus.jpg","old",0,147,147,147,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,814.695846167,813.063336375,813.063336375,813.063336375,813.063336375,813.063336375,"left",1.00410995799996,814.365519917,814.365519917,814.365519917,814.365519917,814.365519917,814.365519917,814.365519917,814.365519917,814.365519917,2,0.298522083999956,815.176358917,815.176358917,815.176358917,815.176358917,176,"['return']","[3.1072701669999105]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"226","5.57231597499423","71.8991596638655","251.89915966386602","low","319.432125955084","maps/google_map_1.png","22.467033708782","objects/1/1_140.jpg","0.0","outdoors","LifeJacket_BlueYellow.jpg","old",0,148,148,148,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,821.895857375,818.548333708,818.548333708,818.548333708,818.548333708,818.548333708,"right",1.79943816699995,820.648302,820.648302,820.648302,820.648302,820.648302,820.648302,820.648302,820.648302,820.648302,6,1.22365483399983,822.37200325,822.37200325,822.37200325,822.37200325,338,"['return']","[1.7650568749999138]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"228","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_2.jpg","None","outdoors","Phone_Public.jpg","new",0,149,149,149,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,826.596006167,824.396707792,824.396707792,824.396707792,824.396707792,824.396707792,"left",1.41412966699988,826.097136,826.097136,826.097136,826.097136,826.097136,826.097136,826.097136,826.097136,826.097136,2,0.470833292000066,826.845960542,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"229","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_26.jpg","None","indoors","DogFood.jpg","new",0,150,150,150,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,828.645959792,827.096646375,827.096646375,827.096646375,827.096646375,827.096646375,"left",0.870896833000074,828.264952542,828.264952542,828.264952542,828.264952542,828.264952542,828.264952542,828.264952542,828.264952542,828.264952542,2,0.352325334000057,828.896358667,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
